city,hotel_name,score,description,latitude,longitude,temperature,humidity
Annecy,Ace Hotel Annecy,8.0,"Offering a 24-hour front desk, Ace Hotel Annecy is located in Seynod. Free WiFi access is available in public areas and the rooms. The property is within 5 km from Lake Annecy and Annecy’s city...",45.88008995,6.09713048,-1,93
Annecy,Majord'Home Spa 5* - La Source Cœur Vieille Ville,8.0,"Boasting a spa bath, Majord'Home Spa 5* - La Source Cœur Vieille Ville is situated right in the heart of Annecy. ",45.898066,6.1272922,-1,93
Annecy,L'étoile annécienne - T3 80 m - Terrasse,8.5,"Located in Annecy, 35 km from Rochexpo, 36 km from Bourget Lake and 41 km from Stade de Genève, L'étoile annécienne - T3 80 m - Terrasse provides accommodation with a patio and free WiFi. ",45.900925,6.124961,-1,93
Annecy,LE MIRAGE - Annecy Centre - Appartement de luxe - V-RENT,8.7,"Set in the centre of Annecy, just 35 km from Rochexpo and 35 km from Bourget Lake, LE MIRAGE - Annecy Centre - Appartement de luxe - V-RENT offers accommodation with mountain views and free WiFi. ",45.8986729,6.11759,-1,93
Dijon,Kyriad Prestige Dijon Nord - Valmy,8.3,"With a 24-hour reception desk, this Kyriad Prestige hotel is located 5 km from Dijon Train Station. It offers free Wi-Fi internet access, free private parking onsite and a bar. ",47.360673,5.049353,0,89
Dijon,Le Clos des Jardins,9.1,Managed by a private host,47.32806104,5.02349069,0,89
Dijon,Hôtel Le Chambellan,7.5,"Hotel Le Chambellan is housed in a 17th-century building in Dijon city centre. Its location is ideal for visiting churches and museums, of which there are 7 within a 15-minute walk. ",47.32178557,5.04516609,0,89
Dijon,Au jardin des plantes,9.1,Managed by a private host,47.319778,5.028708,0,89
Dijon,Chambre d'hôtes Le Petit Tertre,8.9,"Le Petit Tertre is located in the centre of Dijon, a 3-minute walk from the Palace of the Dukes of Burgundy and offers free Wi-Fi. All apartments are fully furnished in an 18th century style. ",47.32396148,5.04365131,0,89
Dijon,ibis Dijon Gare,7.8,"Located opposite Dijon Train Station, the ibis Dijon Gare Hotel is just a 10-minute walk from the historic city centre. It offers air-conditioned rooms equipped with a radio and free WiFi. ",47.32223149,5.02388611,0,89
Dijon,Hôtel Montchapet Dijon Centre,8.1,"The Hôtel Montchapet is located in the heart of Dijon, just a 10-minute walk to Gare de Dijon-Ville. It offers soundproofed accommodation and free Wi-Fi. ",47.32742402,5.03345892,0,89
Dijon,"Holiday Inn Dijon Toison D'or, an IHG Hotel",7.9,"Offering a spa with sauna, hammam and fitness centre, the Holiday Inn is located just outside Dijon’s historic city centre, in the heart of the Toison d’Or Technological Park. ",47.3557,5.052,0,89
Dijon,Home Confort,7.6,Managed by a private host,47.32230496,5.02548003,0,89
Dijon,Le Contemporain - Centre-Ville - Balcon - Parking - Arrivée Autonome,8.0,Managed by a private host,47.3285456,5.0547812,0,89
Dijon,La parenthèse,9.3,Managed by a private host,47.32655765,5.0347366,0,89
Dijon,Benigne Malyon,9.6,"Housed in a former 16th century Italian Renaissance-style hotel, Benigne Malyon offers accommodation in Dijon. The apartment is 400 meters from Palais des ducs et des Etats de Bourgogne. ",47.3231056,5.04330485,0,89
Dijon,Hôtel République,8.0,This 18th-century coaching hotel is located in a peaceful street in the historical centre of Dijon. It offers a modern and elegant setting and free Wi-Fi access. ,47.32570141,5.04478052,0,89
Dijon,"Holiday Inn Express Dijon, an IHG Hotel",8.0,"Offering an outdoor pool, Holiday Inn Express Dijon is located in Saint-Apollinaire. The air-conditioned hotel offers 24-hour reception, a sun terrace and a bar. ",47.3269991,5.07608727,0,89
Dijon,Kyriad Direct DIJON NORD,7.4,"Located a 12-minute drive from Dijon city centre, Hôtel Kyriad Direct DIJON NORD has features air-conditioned room with free WiFi, meeting rooms and a restaurant. ",47.35121566,5.0696674,0,89
Dijon,Hôtel des Ducs,8.5,"This hotel is located in historic centre of Dijon, listed as a World Heritage site by Unesco, 50 metres from The Palace of the Dukes. It offers a bar and free Wi-Fi. ",47.32170512,5.04365332,0,89
Dijon,Odalys City Dijon Les Cordeliers,8.0,"Odalys City Dijon Les Cordeliers is located in the historic centre of Dijon. Set in a former cloister, the apart hotel offers en suite rooms and self-catering accommodations. ",47.31827001,5.04011462,0,89
Dijon,ETHIC ETAPES DIJON Accueil 24h24 et parking gratuit,6.8,"Located in Dijon, this hotel offers free WiFi access and a 24-hour reception. It is 4 km from Dijon Ville Train Station and 800 metres from an access road to the A6 motorway. ",47.33639883,5.06139278,0,89
Dijon,City Loft Apparthotel,8.1,"Ideally located in the heart of the pedestrian quarter, close to the Palais des Ducs. ",47.32268695,5.03817558,0,89
Grenoble,Brit Hotel Suisse et Bordeaux - Centre Gare,7.7,Brit Hotel Suisse et Bordeaux - Centre Gare is located near a pedestrian and commercial street in Grenoble city centre. ,45.19051921,5.71601942,0,88
Grenoble,Residhotel Le Central'Gare,7.7,"Situated opposite the train station and close to the lively Grenette square, the Residhotel Le Central'Gare offers self-catering accommodation with free WiFi. ",45.19085898,5.71572438,0,88
Grenoble,Hotel Lux,7.9,"Centrally located in Grenoble, only 50 metres from restaurants and bars, Hotel Lux Grenoble offers rooms with free WiFi. Grenoble Train Station is only a 3-minute walk away. ",45.189522,5.716226,0,88
Grenoble,Adagio Grenoble Centre,7.2,"Adagio Grenoble Centre is located in the Europole business district of Grenoble, a 5-minute walk from the city’s TGV Train Station and a 10-minute walk from the city centre. ",45.18960902,5.7121785,0,88
Grenoble,Hôtel Victoria,8.5,"Ideally set in the centre of Grenoble, Hôtel Victoria offers free WiFi throughout the property and free private parking for guests who drive. ",45.187494,5.721472,0,88
Grenoble,The Originals Residence KOSY appart'hôtels - Les Cèdres,7.2,"KOSY Appart'hôtels is located in Grenoble, just a 10-minute walk from the city centre and 31 km from the ski slopes in Chamrousse. ",45.17894378,5.73206306,0,88
Grenoble,Tempologis Grenoble,8.2,Tempologis Grenoble is located in Grenoble and offers self-catering accommodation. Free WiFi access is available. The property is 1 km from Paul Mistral Park and 2.5 km from Grenoble Train Station. ,45.1792734,5.73433891,0,88
Grenoble,GUEST-K President - Grenoble Centre,8.7,Managed by a private host,45.1786561,5.7202181,0,88
Grenoble,B&B HOTEL Grenoble Centre Alpexpo,7.5,"This B&B hotel is located in Grenoble, just 800 metres from Alpexpo. With a 24-hour reception, it offers a free Wi-Fi connection and soundproofed accommodation. ",45.15883667,5.73443547,0,88
Grenoble,Maison Barbillon Grenoble,8.2,"Maison Barbillon Grenoble is located in Grenoble, just 100 metres from the train station. It offers comfortable guest rooms with satellite TV and free WiFi Internet access. ",45.1907933,5.71669668,0,88
Grenoble,Residhotel Grenette,7.5,"Residhotel Grenette is located in central Grenoble, a 3-minute walk away from Place Victor Hugo. It offers self-catering accommodation with free WiFi. ",45.19056363,5.72448447,0,88
Grenoble,Kyriad Grenoble Centre,7.6,"Located 200 metres from Stade Lesdiguières, Kyriad Grenoble Centre offers 3-star accommodation with 24-hour front desk and free WiFi. Alpexpo convention centre is 3 km away from the property. ",45.16819994,5.71199477,0,88
Grenoble,Residhome Grenoble Caserne De Bonne,7.7,"This 4-star Residhome is located in Grenoble, just a 10-minute walk from the city centre. It offers accommodation with free WiFi and views of the Vercors and Belledonne Mountains. ",45.18346987,5.72433829,0,88
Grenoble,Appartéa Grenoble Alpexpo,7.1,"Appartéa Grenoble Alpexpo is located 400 metres from the SAEM Alpexpo Exhibition Centre, opposite the Grand Place tram stop.  It offers studio and apartments with free internet access. ",45.15999038,5.73111087,0,88
Grenoble,Résidence Le Patricia,7.5,"Located in the centre of Grenoble, Résidence Le Patricia is 750 metres from Place Victor Hugo and 110 metres from the River Isère. It offers self-catering accommodation with free WiFi. ",45.1920997,5.72396229,0,88
Grenoble,RockyPop Grenoble Hotel,8.3,"RockyPop Grenoble Hotel has a restaurant, fitness centre, a bar and garden in Grenoble. This 4-star hotel offers a 24-hour front desk and luggage storage space. ",45.186911,5.731293,0,88
Grenoble,Le Hüb - Grenoble,8.2,"With WTC Grenoble reachable in 300 metres, Le Hüb - Grenoble provides accommodation, a restaurant, a bar, a shared lounge and a garden. ",45.192873,5.711917,0,88
Grenoble,Novotel Grenoble Centre,7.5,"The Novotel is set at the heart of Grenoble's business district, only a few steps from the TGV train station. A tram stop is conveniently situated just outside the hotel. ",45.190695,5.71259558,0,88
Grenoble,Hôtel de l'Europe Grenoble hyper-centre,8.2,Hôtel de l'Europe Grenoble hyper-centre is located in the heart of Grenoble and is the oldest hotel in the city. It is set in a 17th-century building. Free WiFi is provided. ,45.19035711,5.72733097,0,88
Grenoble,Le Grand Hôtel Grenoble,8.3,"The 4-star Le Grand Hôtel is located in the Grenoble City Centre, 10 metres from Place Grenette. The guest rooms are soundproofed, air-conditioned and some offer a balcony. ",45.19081504,5.72854802,0,88
Grenoble,Séjours & Affaires Grenoble Marie Curie,7.6,This residence is a 5-minute walk from Grenoble Train Station and less than 100 metres from Cité Internationale Tram Stop. ,45.19439642,5.71059331,0,88
Grenoble,Hôtel d’Angleterre Grenoble Hyper-Centre,7.6,"Hôtel d’Angleterre Grenoble Hyper-Centre is set in the heart of Grenoble, opposite the gardens of Place Victor Hugo. ",45.18920402,5.72537228,0,88
Colmar,Les Appartements de Home Petite Venise,8.1,Managed by a private host,48.07406195,7.35946119,0,88
Grenoble,"Sweet Loft Grenoble, Bed & Spa",8.0,Managed by a private host,45.1867729,5.7322614,0,88
Colmar,L'OCTAVE Colmar apartment 1 bedroom & living-room,6.8,"L'OCTAVE Colmar apartment 1 bedroom & living-room in Colmar offers accommodation with free WiFi, 800 metres from Saint-Martin Collegiate Church, less than 1 km from House of the Heads and 1.9 km from...",48.0791226,7.3656016,0,88
Colmar,Appartement grand standing VAUBAN 10 Personnes centre historique de Colmar,8.8,"Set in Colmar, 500 metres from Saint-Martin Collegiate Church, Appartement grand standing VAUBAN 10 Personnes centre historique de Colmar offers accommodation with a shared lounge, free WiFi and a...",48.07858813,7.3621622,0,88
Colmar,Ibis Colmar Est - Hotel Restaurant en Alsace,7.4,"The ibis Colmar East is located 5 km from the Alsace Wine Trail and 10 km from Kaysersberg, Riquewihr and Eguisheim. Wi-Fi is free of charge in the entire property. ",48.07790332,7.40279764,0,88
Colmar,Le 8 de Coeur - 3 Chambres dont 2 climatisees - Garage gratuit,9.0,Managed by a private host,48.0774007,7.3610058,0,88
Colmar,Hotel Saint-Martin,8.2,"Located in the heart of Colmar’s Old Town, close to the Petite Venise district and the famous Rue des Marchands, Saint-Martin offers rooms decorated in traditional Alsatian style. ",48.07641681,7.35935189,0,88
Grenoble,Esprit Bistrot / Rent4night Grenoble,7.9,Managed by a private host,45.18543211,5.74399642,0,88
Colmar,MyAlsace,8.8,Managed by a private host,48.079187,7.3624886,0,88
Colmar,"""appartement au centre & parking"" Logement Petite Venise",8.9,Managed by a private host,48.0736642,7.357762,0,88
Colmar,Le rohan sawadee,9.5,Managed by a private host,48.07755989,7.35481474,0,88
Colmar,Hotel L'Europe,8.1,"Located in the Alsace region, Hotel L’Europe is just 4 kilometres from Colmar town centre. Hotel L'Europe offers air-conditioned rooms with free Wi-Fi and a flat-screen TV with international channels....",48.07720622,7.40387186,0,88
Colmar,Comfort Hotel Expo Colmar,8.6,"Comfort Hotel Expo Colmar is 4 km from the centre of Colmar and 2 km from the A35 motorway. This hotel offers a 24-hour front desk, a terrace and free WiFi access. ",48.09965719,7.3624015,0,88
Colmar,Odalys City Colmar La Rose d'Argent,7.8,"Located in Colmar, just 1.6 km from the train station, Odalys City Colmar La Rose d'Argent offers a fitness room and swimming pool with counter-current and massage jets. ",48.07891558,7.36514839,0,88
Colmar,"Appartement avec terrasse ""MUSSLIN""",9.6,"In the Old Town district of Colmar, close to House of the Heads, Appartement avec terrasse ""MUSSLIN"" features barbecue facilities, free WiFi and a washing machine. ",48.07847974,7.35522133,0,88
Colmar,Gîte Saint Josse 3 chambres,7.2,Managed by a private host,48.0749441,7.3646899,0,88
Colmar,La Chambre de Bartholdi,8.3,"Boasting a shared lounge, La Chambre de Bartholdi offers accommodation in Colmar with free WiFi and city views. The property is 4 km from Colmar Expo and 28 km from Le Haut Koenigsbourg Castle. ",48.07365645,7.35590635,0,88
Colmar,Résidence Pierre & Vacances La Petite Venise,8.2,"Located in the heart of Colmar in the Little Venice district, Pierre & Vacances La Petite Venise offers an indoor swimming pool with paddling pool and garden with play area. ",48.07093986,7.35386556,0,88
Colmar,Hôtel Roi Soleil Colmar,7.8,"This hotel is located in the North of Colmar, 5 km from the city centre. It offers air conditioning, free WiFi access and an all-you-can-eat buffet breakfast. ",48.112478,7.36766875,0,88
Colmar,"SERENITY Colmar - Gîtes de Prestige 4 et 5 étoiles - 2, 4 et 6 personnes- Centre Historique",9.6,"Set in Colmar, near Saint-Martin Collegiate Church, House of the Heads and Colmar Train Station, SERENITY Colmar - Gîtes de Prestige 4 et 5 étoiles - 2, 4 et 6 personnes- Centre Historique features...",48.07774414,7.36180786,0,88
Colmar,At home in the center of Colmar,9.2,Managed by a private host,48.079187,7.362489,0,88
Colmar,Ibis Budget Colmar Centre Gare,7.0,"Ibis budget Colmar Centre Ville is set in the Colmar Centre Ville district in Colmar, 300 metres from House of the Heads and 600 metres from Saint-Martin Collegiate Church. ",48.07969759,7.35236159,0,88
Colmar,Colmar Hotel,9.0,"Colmar Hotel is located in Colmar, 1 km from House of the Heads. Colmar Christmas Market - Place des Dominicains is 1.2 km away. ",48.07080074,7.34638973,0,88
Colmar,Colmar - Le Nichoir - Centre historique - Wifi,8.5,Managed by a private host,48.0754142,7.3587035,0,88
Colmar,Suites Residences Spa,8.4,"Set 200 metres from House of the Heads, Suites Residences Spa offers accommodation with free bikes, a spa and wellness centre and a 24-hour front desk for your convenience. Free WiFi is featured. ",48.07900192,7.35450824,0,88
Colmar,COLMARAPPART Grand'Rue,8.5,"Located in the heart of Colmar, ideally situated between Colmar Cathedral and the main streets, COLMARAPPART Grand'Rue offers self-catering apartments and suites. ",48.07641026,7.35954888,0,88
Eguisheim,L'Hostellerie du Château,9.0,"Set at the heart of the medieval village of Eguisheim, the Hostellerie du Château is located on the Alsace wine route. It offers individually decorated guest rooms with free fibre-optic WiFi access. ",48.04242043,7.30631925,0,89
Eguisheim,Auberge des Trois Châteaux,8.7,"Auberge des Trois Châteaux is in the heart of Eguisheim, surrounded by vineyards of Alsace along the Alsatian wine route. Its traditional Winstub serves local, traditional specialties and local wines....",48.0430391,7.30580762,0,89
Colmar,ColmarAppart Vauban,8.5,"Set in Colmar, ColmarAppart Vauban is 300 metres from Saint-Martin Collegiate Church. House of the Heads is 500 metres away. Free WiFi is featured . ",48.0785657,7.36147009,0,88
Eguisheim,La Grange de Madeleine,9.8,"Offering city views, La Grange de Madeleine is an accommodation located in Eguisheim, 6.9 km from House of the Heads and 7.4 km from Saint-Martin Collegiate Church. ",48.0417829,7.3065467,0,89
Eguisheim,Gîte l'Aubaine,8.9,Managed by a private host,48.0437022,7.30599767,0,89
Eguisheim,Au pied des remparts à Eguisheim,9.0,"Situated in Eguisheim, 5.8 km from Colmar Train Station and 6.6 km from House of the Heads, Au pied des remparts à Eguisheim provides accommodation with amenities such as free WiFi and a flat-screen...",48.043006,7.3043162,0,89
Eguisheim,Gîte Le Hissala,8.6,Managed by a private host,48.04340695,7.30760872,0,89
Eguisheim,Gite Le Petit Malsbach Eguisheim,9.3,Managed by a private host,48.04224054,7.3127051,0,89
Eguisheim,La Maison du Rempart,9.4,Managed by a private host,48.04172203,7.3056037,0,89
Eguisheim,Résidence Vénus,8.9,Managed by a private host,48.04363894,7.30606377,0,89
Eguisheim,"Le Victoria, Eguisheim, 4-6 p., 4etoiles, rénové,clim",9.4,Managed by a private host,48.0425427,7.3074499,0,89
Eguisheim,La Légende des 2 Pierres,9.1,"Located in the quaint village of Eguisheim, La Légende des 2 Pierres offers a self-catering apartment with mountain views. Ski storage is provided in the apartment. ",48.04299853,7.30448939,0,89
Eguisheim,Gite Edelweiss à Eguisheim,9.4,"Gite Edelweiss à Eguisheim in Eguisheim features accommodation with free WiFi, 5.8 km from Colmar Train Station, 6.6 km from House of the Heads and 7.1 km from Saint-Martin Collegiate Church. ",48.04323544,7.30522192,0,89
Eguisheim,Elsass Design Hygge,9.4,Managed by a private host,48.04203,7.304598,0,89
Eguisheim,Les chambres du domaine,9.3,Managed by a private host,48.042963,7.307216,0,89
Eguisheim,Auberge du Rempart,8.6,"Offering views of the city, Auberge du Rempart is a family-run inn situated in the historic centre of Eguisheim in the Alsace Region.The property is 100 metres from Eguisheim Christmas Market. ",48.04215781,7.30737026,0,89
Eguisheim,Guesthouse Les 3 Chateaux,8.6,Managed by a private host,48.0433578,7.3075508,0,89
Eguisheim,Hôtel L'Auberge Alsacienne,8.5,"Located in the village of Eguisheim in the Alsace region, this hotel features modern rooms with private bathroom and a traditional restaurant. Free WiFi is available in the entire hotel. ",48.04223841,7.30916776,0,89
Eguisheim,Le Hameau d'Eguisheim - Chambres d'hôtes & Gîtes,8.9,"Set in a typical Alsatian timbered house, Le Hameau d’Eguisheim offers B&B and self-catering accommodation on an estate with a vineyard. ",48.04252897,7.30712727,0,89
Eguisheim,notre maison à Eguisheim,8.9,Managed by a private host,48.041599,7.306161,0,89
Eguisheim,Brit Hotel Confort La Ferme du Pape,7.7,"Brit Hotel Confort La Ferme du Pape is located at the gate of a charming village, in the heart of vineyards and a gourmet region. The hotel is situated 8 km from Colmar. ",48.04228862,7.3094514,0,89
Eguisheim,Résidence Pierre & Vacances Le Clos d'Eguisheim,8.0,"Résidence Pierre & Vacances Le Clos D'Eguisheim is located 700 metres from Eguisheim village centre, in the Alsace region along the Alsace Wine Route. ",48.04502734,7.31185466,0,89
Eguisheim,Fleur de Vigne,9.7,Managed by a private host,48.0461134,7.3051632,0,89
Eguisheim,Appartement Le Ch'ti Alsacien,9.1,"Offering free WiFi and city views, Appartement Le Ch'ti Alsacien is an accommodation situated in Eguisheim. The property is 7 km from Saint-Martin Collegiate Church and 10 km from Colmar Expo. ",48.0425764,7.3052388,0,89
Eguisheim,Hotel Colmar Vignes Eguisheim,8.8,"This hotel is located 200 metres from the city centre of Eguisheim, a 10-minute drive from Colmar. It offers free Wi-Fi internet access and free private parking. ",48.04327133,7.30412185,0,89
Eguisheim,James Vignoble Hôtel - Eguisheim,8.6,James Vignoble Hôtel - Eguisheim is located among the vineyards of Eguisheim. It offers a spectacular view of the Black Forest. ,48.04496277,7.30157845,0,89
Chateau du Haut Koenigsbourg,Hôtel du Haut Koenigsbourg - calme et nature,9.0,"This hotel de charme offers en suite accommodation within the Ballons des Vosges Regional Park. It is situated in the scenic village of Thannenkirch, in the Alsace region. ",48.23164092,7.30222034,-3,90
Chateau du Haut Koenigsbourg,La Maison de Vacances de Colmar et son jardin,8.6,Managed by a private host,48.07057919,7.3682287,-3,90
Chateau du Haut Koenigsbourg,"Hôtel Restaurant Le Verger des Châteaux, The Originals Relais",7.9,"Hôtel Restaurant Le Verger des Châteaux, The Originals Relais is situated on the wine route, in the heart of Alsace. ",48.30655512,7.41947293,-3,90
Chateau du Haut Koenigsbourg,Gîte Binnert Bader,9.2,"Located in the Bas-Rhin, a wine producing region, Gîte Binnert Bader offers a terrace and soundproofed rooms. This holiday home is 15 km from Sélestat Train Station. ",48.35583553,7.42061555,-3,90
Chateau du Haut Koenigsbourg,"SERENITY Colmar - Gîtes de Prestige 4 et 5 étoiles - 2, 4 et 6 personnes- Centre Historique",9.6,"Set in Colmar, near Saint-Martin Collegiate Church, House of the Heads and Colmar Train Station, SERENITY Colmar - Gîtes de Prestige 4 et 5 étoiles - 2, 4 et 6 personnes- Centre Historique features...",48.07774414,7.36180786,-3,90
Chateau du Haut Koenigsbourg,Gîtes individuels à Kaysersberg,8.6,Managed by a private host,48.14958963,7.24729123,-3,90
Chateau du Haut Koenigsbourg,Villa Maeva - Logements,9.4,Managed by a private host,48.166004,7.300942,-3,90
Chateau du Haut Koenigsbourg,Alexain Hotel Restaurant & Wellness - Colmar Ouest,7.4,"Located in Trois-Épis, Alexain Hotel Restaurant & Wellness - Colmar Ouest Restaurant & Wellness is on the Alsace wine route and offers panoramic views of Colmar, the Vosges and the Alsace Plain. ",48.09958419,7.23472774,-3,90
Chateau du Haut Koenigsbourg,LUCKY PLACE - PARKING - CENTRE - BALCON,8.8,"LUCKY PLACE - PARKING - CENTRE - BALCON, a property with a terrace, is located in Colmar, 600 metres from House of the Heads, less than 1 km from Saint-Martin Collegiate Church, as well as a 17-minute...",48.0819572,7.3535124,-3,90
Chateau du Haut Koenigsbourg,La Maison de Vacances,9.5,Managed by a private host,48.35602535,7.41966145,-3,90
Chateau du Haut Koenigsbourg,Sohana Lifestyle Apartments I Leilani's & Saskia's Home I Rust,9.2,"Sohana Lifestyle Apartments I Leilani's & Saskia's Home I Rust has garden views, free WiFi and free private parking. It is situated in Rust, within a 15-minute walk of the Europa Park and water park. ",48.2622525,7.7270746,-3,90
Chateau du Haut Koenigsbourg,Laterale Residences Apartments Riquewihr,9.3,"Situated in Riquewihr in the Alsace Region, Laterale Residences Apartments Riquewihr is 200 metres from Riquewihr Christmas Market. Free WiFi is provided . ",48.16652177,7.29689996,-3,90
Chateau du Haut Koenigsbourg,Boutique Appartement @Park,9.3,Managed by a private host,48.2231106,7.7100911,-3,90
Chateau du Haut Koenigsbourg,At home in the center of Colmar,9.2,Managed by a private host,48.079187,7.362489,-3,90
Chateau du Haut Koenigsbourg,La Chambre de Bartholdi,8.3,"Boasting a shared lounge, La Chambre de Bartholdi offers accommodation in Colmar with free WiFi and city views. The property is 4 km from Colmar Expo and 28 km from Le Haut Koenigsbourg Castle. ",48.07365645,7.35590635,-3,90
Chateau du Haut Koenigsbourg,ColmarAppart Vauban,8.5,"Set in Colmar, ColmarAppart Vauban is 300 metres from Saint-Martin Collegiate Church. House of the Heads is 500 metres away. Free WiFi is featured . ",48.0785657,7.36147009,-3,90
Chateau du Haut Koenigsbourg,COLMARAPPART Grand'Rue,8.5,"Located in the heart of Colmar, ideally situated between Colmar Cathedral and the main streets, COLMARAPPART Grand'Rue offers self-catering apartments and suites. ",48.07641026,7.35954888,-3,90
Chateau du Haut Koenigsbourg,La Maison 1603,9.4,Managed by a private host,48.1800349,7.30920452,-3,90
Chateau du Haut Koenigsbourg,Le Manhattan Spa privatif - LE CLÔT COUVERT,9.4,Managed by a private host,48.11635191,7.54119427,-3,90
Chateau du Haut Koenigsbourg,Sollaris Appartements 3P 1ère étage à 11km d'Europa-Park,9.6,Managed by a private host,48.30926851,7.67154876,-3,90
Chateau du Haut Koenigsbourg,Le Clos bartholdi,8.5,"Offering city views, a shared lounge and free WiFi, Le Clos bartholdi offers accommodation in a prime location in Colmar, within a short distance of House of the Heads, Colmar Train Station and...",48.073668,7.355898,-3,90
Chateau du Haut Koenigsbourg,Suites Residences Spa,8.4,"Set 200 metres from House of the Heads, Suites Residences Spa offers accommodation with free bikes, a spa and wellness centre and a 24-hour front desk for your convenience. Free WiFi is featured. ",48.07900192,7.35450824,-3,90
Mont Saint Michel,Maison au pied du Mont Saint Michel,9.0,"Boasting garden views, Maison au pied du Mont Saint Michel offers accommodation with a terrace and a kettle, around 21 km from Scriptorial d'Avranches, musee des manuscrits du Mont Saint-Michel. ",48.61267358,-1.48553065,4,85
Mont Saint Michel,Au Mont Chez Nous Jaccuzi et Sauna,9.2,Managed by a private host,48.6134553,-1.4858723,4,85
Mont Saint Michel,Gites Bellevue,9.3,Managed by a private host,48.60788007,-1.51722372,4,85
Mont Saint Michel,Mon Saint Michel,8.8,"Set 8.6 km from Mont Saint Michel Abbey, Mon Saint Michel offers accommodation with free bikes, a garden and a 24-hour front desk for your convenience. ",48.613627,-1.485791,4,85
Mont Saint Michel,Chambres d'Hôtes Les Vieilles Digues,9.3,"Set in a renovated Breton-style house, this family-run B&B is located in Beauvoir, 3 km from Mont-Saint-Michel. ",48.6041875,-1.51159912,4,85
Mont Saint Michel,Vent des Grèves,9.2,"Vent des Grèves features garden views, free WiFi and free private parking, set in Pontorson, 8.1 km from Mont Saint Michel Abbey. ",48.615403,-1.49144,4,85
Mont Saint Michel,Les 2 Clos,8.8,"Featuring free bikes, Les 2 Clos features accommodation in Ardevon. All of the holiday homes feature a private bathroom, flat-screen TV, fully-equipped kitchen and terrace. ",48.6139661,-1.48579173,4,85
Mont Saint Michel,La Jacotière,9.3,"Situated in Ardevon, La Jacotière is a B&B set in a renovated farm with a garden and a furnished terrace offering views of the Mont Saint-Michel, just 3 km away. Free Wi-Fi is provided. ",48.61411436,-1.50431424,4,85
Mont Saint Michel,Etoile des Grèves,9.3,"Situated in Ardevon in the Lower Normandy region, Etoile des Grèves features accommodation with free WiFi and free private parking. ",48.615509,-1.491524,4,85
Mont Saint Michel,Auberge de la Baie,7.8,This hotel is situated in the countryside of Normandy and offers free Wi-Fi Flat-screen TVs with satellite channels are provided in all of the modern guest rooms at Auberge de la Baie. ,48.61599318,-1.48825318,4,85
Mont Saint Michel,L'Hirondelle,8.9,Managed by a private host,48.615795,-1.488712,4,85
Mont Saint Michel,Hôtel la Croix Blanche,7.6,"Situated in the heart of Mont Saint Michel medieval Village, Hôtel La Croix Blanche offers a terrace and a bar. The rooms at Hôtel La Croix Blanche have a flat-screen, satellite TV and a minibar. ",48.63573406,-1.50986105,4,85
Mont Saint Michel,Le Relais Du Roy,7.9,"Le Relais Du Roy is a 3-star hotel situated next to the River Couesnon, just 1.5 km from the Mont Saint-Michel and 50 metres from the free shuttle bus. ",48.6162627,-1.51090577,4,85
Mont Saint Michel,Le Saint Aubert,7.0,"Set amid lush greenery, just 2 km from the Mont Saint-Michel, the hotel welcomes you in a warm and friendly atmosphere. ",48.61293783,-1.51010513,4,85
Mont Saint Michel,Hotel Gabriel,7.9,Hotel Gabriel is located 1.6 Km from Mont Saint-Michel. It offers free Wi-Fi access and en suite rooms just a 25-minute walk from the walls of the old city. ,48.61538141,-1.51070997,4,85
Mont Saint Michel,Auberge Saint Pierre,7.9,Auberge Saint Pierre is a 14th-century half-timbered house located on Mont St Michel tidal island. It combines the period charm of exposed beams with modern comforts including TV and free Wi-Fi...,48.63568798,-1.50988251,4,85
Mont Saint Michel,Hôtel Vert,8.0,"Hotel Vert offers pastel-coloured rooms with a private bathroom, TV and free Wi-Fi access. It is located 2 km from the Mont Saint-Michel tidal island on the Normandy Coast. ",48.61470049,-1.50961697,4,85
Mont Saint Michel,Le Mouton Blanc,7.0,"At the foot of the abbey, the Mouton Blanc Hotel, welcomes you in its historic 14th century location. Le Mouton Blanc provides comfortable rooms with a simple yet cosy decoration. ",48.63602298,-1.50989592,4,85
Mont Saint Michel,Les Terrasses Poulard,7.3,"Composed of 2 different buildings, Les Terrasses Poulard is a historical property in the heart of Mont Saint-Michel and offers views of the bay, the village and the street. ",48.63534943,-1.51037872,4,85
Mont Saint Michel,Hotel De La Digue,7.1,"The traditional Hotel De La Digue in the Basse-Normandie region is only 5 minutes by shuttle from Mont St Michel, or 30 minutes by foot. Free Wi-Fi is provided throughout the property. ",48.61688155,-1.51091784,4,85
Mont Saint Michel,La Vieille Auberge,7.1,"La Vieille Auberge is located in the medieval village of Le Mont Saint Michel, just a short walk from the famous Mont Saint-Michel Abbey. ",48.636063,-1.511457,4,85
Mont Saint Michel,Le Relais Saint Michel,7.8,Le Relais Saint Michel is an hotel facing the bay of Mont Saint-Michel. ,48.61758727,-1.51039615,4,85
Mont Saint Michel,Mercure Mont Saint Michel,8.2,"This Mercure is situated in parkland just 2 km from the abbey of Mont Saint Michel. It offers spacious en suite rooms, a restaurant and bar and plenty of free on-site parking. ",48.61424653,-1.51054502,4,85
Paris,Apollon Montparnasse,8.0,"Apollon Montparnasse is located in Paris, 500 metres from Montparnasse Train Station. Each room at this hotel is air conditioned and has a flat-screen TV with satellite channels. ",48.8347294,2.3170084,3,80
